"surface","key","english_source","current_translation","suggested_translation","placeholders","notes"
"ios-app","See the board","See the board","","","",""
"ios-app","See the board · %lld ranked","See the board · %lld ranked","","","%lld",""
"ios-app","See yourself the way other players do, and share a link anyone can open — it shows only what's already public.","See yourself the way other players do, and share a link anyone can open — it shows only what's already public.","Se deg selv slik andre spillere ser deg, og del en lenke hvem som helst kan åpne — den viser bare det som allerede er offentlig.","","",""
"ios-app","Self-reported","Self-reported","Egenrapportert","","",""
"ios-app","Self-reported — other players can check it on FairMatch if you add your profile link.","Self-reported — other players can check it on FairMatch if you add your profile link.","Egenrapportert — andre spillere kan sjekke det på FairMatch hvis du legger til profillenken din.","","",""
"ios-app","Send","Send","Send","","",""
"ios-app","Send invite","Send invite","Send invitasjon","","",""
"ios-app","Sent requests","Sent requests","","","",""
"ios-app","Set your city to see who's online near you","Set your city to see who's online near you","Angi byen din for å se hvem som er online i nærheten","","",""
"ios-app","Settings","Settings","Innstillinger","","",""
"ios-app","Setup unfinished","Setup unfinished","Oppsettet er ikke fullført","","",""
"ios-app","Share invite link","Share invite link","Del invitasjonslenke","","",""
"ios-app","Share link","Share link","Del lenke","","",""
"ios-app","Share my profile link","Share my profile link","Del profillenken min","","",""
"ios-app","Show less","Show less","Vis mindre","","",""
"ios-app","Show me as ""Former member""","Show me as ""Former member""","Vis som «Tidligere medlem»","","",""
"ios-app","Show me as ""Former member"" on past season boards","Show me as ""Former member"" on past season boards","Vis som «Tidligere medlem» på tidligere sesongtabeller","","",""
"ios-app","Show me as in the club","Show me as in the club","","","",""
"ios-app","Show more","Show more","","","",""
"ios-app","Show my connect code","Show my connect code","Vis tilkoblingskoden min","","",""
"ios-app","Show your code — or scan another player's — to connect in person.","Show your code — or scan another player's — to connect in person.","Vis koden din — eller skann en annen spillers — for å koble dere sammen ansikt til ansikt.","","",""
"ios-app","Sign out","Sign out","Logg ut","","",""
"ios-app","Signed in with","Signed in with","Logget inn med","","",""
"ios-app","Signing in with Apple","Signing in with Apple","","","",""
"ios-app","Signing in with Apple.","Signing in with Apple.","","","",""
"ios-app","Signing in with Google","Signing in with Google","","","",""
"ios-app","Signing in with Google.","Signing in with Google.","","","",""
"ios-app","Skip for now","Skip for now","Hopp over nå","","",""
"ios-app","Something else","Something else","Noe annet","","",""
"ios-app","Something went wrong loading the answers on this device. The full help centre is on the web, and it works without an account.","Something went wrong loading the answers on this device. The full help centre is on the web, and it works without an account.","","","",""
"ios-app","Sourced from CueScore","Sourced from CueScore","","","",""
"ios-app","Spam","Spam","Spam","","",""
"ios-app","Standings as of %@ — current standings live in the 8nOut app. This sheet doesn't update.","Standings as of %@ — current standings live in the 8nOut app. This sheet doesn't update.","Stand per %@ — de gjeldende tabellene finner du i 8nOut-appen. Dette arket oppdateres ikke.","","%@",""
"ios-app","Start a live scoreboard","Start a live scoreboard","","","",""
"ios-app","Start a new match against %@","Start a new match against %@","","","%@",""
"ios-app","Start new match","Start new match","","","",""
"ios-app","Start one with a connection.","Start one with a connection.","Start en med en kontakt.","","",""
"ios-app","Start scoreboard","Start scoreboard","","","",""
"ios-app","Staying on the board","Staying on the board","","","",""
"ios-app","Still playing","Still playing","Fortsett å spille","","",""
"ios-app","Still stuck?","Still stuck?","","","",""
"ios-app","Stop sharing","Stop sharing","Slutt å dele","","",""
"ios-app","Submit for review","Submit for review","","","",""
"ios-app","Submit it as it is","Submit it as it is","","","",""
"ios-app","Submitted for review","Submitted for review","","","",""
"ios-app","Suggest another time","Suggest another time","Foreslå et annet tidspunkt","","",""
"ios-app","Suggestion: rotate for a bigger scoreboard","Suggestion: rotate for a bigger scoreboard","","","",""
"ios-app","Surprised","Surprised","Overrasket","","",""
"ios-app","System","System","System","","",""
"ios-app","Table","Table","Bord","","",""
"ios-app","Table number (optional)","Table number (optional)","","","",""
"ios-app","Tap a name to start the match.","Tap a name to start the match.","","","",""
"ios-app","Terms of Service","Terms of Service","Bruksvilkår","","",""
"ios-app","Thanks — we'll check %@","Thanks — we'll check %@","Takk — vi ser på %@","","%@",""
"ios-app","That CueScore profile is already linked to another 8nOut account.","That CueScore profile is already linked to another 8nOut account.","Denne CueScore-profilen er allerede koblet til en annen 8nOut-konto.","","",""
"ios-app","That club can't be added from CueScore. Add it manually below.","That club can't be added from CueScore. Add it manually below.","","","",""
"ios-app","That doesn't look like a CueScore player ID or profile link.","That doesn't look like a CueScore player ID or profile link.","Dette ser ikke ut som en CueScore-spiller-ID eller profillenke.","","",""
"ios-app","That doesn't look like a valid web address — check it and try again.","That doesn't look like a valid web address — check it and try again.","","","",""
"ios-app","That ladder is for players whose home town is that city.","That ladder is for players whose home town is that city.","","","",""
"ios-app","That ladder isn't taking new members right now.","That ladder isn't taking new members right now.","","","",""
"ios-app","That link has no venue number in it. We need the club's CueScore venue page — the link ends in a number, like cuescore.com/venue/Club+Name/60451687. Or add it manually below.","That link has no venue number in it. We need the club's CueScore venue page — the link ends in a number, like cuescore.com/venue/Club+Name/60451687. Or add it manually below.","","","",""
"ios-app","That message is too long — the limit is 2,000 characters.","That message is too long — the limit is 2,000 characters.","Meldingen er for lang — grensen er 2 000 tegn.","","",""
"ios-app","That's the name on your row, in player search, and on your profile.","That's the name on your row, in player search, and on your profile.","Det er navnet ditt her i raden, i spillersøket og på profilen din.","","",""
"ios-app","The %@ Ladder is for players with a club in the city","The %@ Ladder is for players with a club in the city","","","%@",""
"ios-app","The %@ Ladder is open to you","The %@ Ladder is open to you","","","%@",""
"ios-app","The address is used to place the venue on the map — it's a public pool room, not a private address.","The address is used to place the venue on the map — it's a public pool room, not a private address.","Adressen brukes til å plassere stedet på kartet — det er en offentlig poolhall, ikke en privatadresse.","","",""
"ios-app","The address lookup is unavailable","The address lookup is unavailable","","","",""
"ios-app","The board shows players who've played in the last 60 days. If you go quiet you come off it — your rating is kept exactly as it was, and one match puts you straight back.","The board shows players who've played in the last 60 days. If you go quiet you come off it — your rating is kept exactly as it was, and one match puts you straight back.","","","",""
"ios-app","The board shows players who've played in the last 60 days. Log one match and you're back at %lld — nothing was lost.","The board shows players who've played in the last 60 days. Log one match and you're back at %lld — nothing was lost.","","","%lld",""
"ios-app","The board starts with the first match","The board starts with the first match","","","",""
"ios-app","The link may be old, or the answer may have moved. Everything we've written is on the help page.","The link may be old, or the answer may have moved. Everything we've written is on the help page.","","","",""
"ios-app","The opponent doesn't need to be on 8nOut. If they are, the match shows on their record too.","The opponent doesn't need to be on 8nOut. If they are, the match shows on their record too.","Motstanderen trenger ikke å være på 8nOut. Hvis de er det, vises kampen i statistikken deres også.","","",""
"ios-app","These players can see your exact address. You share it for a set time, and can stop sooner.","These players can see your exact address. You share it for a set time, and can stop sooner.","Disse spillerne ser den nøyaktige adressen din. Du deler den i en begrenset tid og kan slutte tidligere.","","",""
"ios-app","They're still on your profile, but you're not on any club's list. Pick a club that's already on the map and you're on its list straight away.","They're still on your profile, but you're not on any club's list. Pick a club that's already on the map and you're on its list straight away.","De ligger fortsatt i profilen din, men du står ikke på noen klubbliste. Velg en klubb som allerede er på kartet, så står du på listen med én gang.","","",""
